ECG,time
1721,2023-09-14 00:02:06.179000000
1749,2023-09-14 00:02:06.151000000
2813,2023-09-14 00:02:06.129000000
1727,2023-09-14 00:02:06.121000000
1875,2023-09-14 00:02:06.116000000
1753,2023-09-14 00:02:06.113000000
1759,2023-09-14 00:02:06.112000000
1820,2023-09-14 00:02:06.112000000
1790,2023-09-14 00:02:06.090000000
2605,2023-09-14 00:02:06.085000000
1735,2023-09-14 00:02:06.076000000
2193,2023-09-14 00:02:06.075000000
2042,2023-09-14 00:02:06.075000000
1773,2023-09-14 00:02:06.072000000
2269,2023-09-14 00:02:06.070000000
2611,2023-09-14 00:02:06.066000000
2862,2023-09-14 00:02:06.059000000
1999,2023-09-14 00:02:06.050000000
1781,2023-09-14 00:02:06.047000000
1887,2023-09-14 00:02:06.039000000
2817,2023-09-14 00:02:06.038000000
2259,2023-09-14 00:02:06.036000000
1770,2023-09-14 00:02:06.021000000
1705,2023-09-14 00:02:06.008000000
2031,2023-09-14 00:02:05.975000000
1637,2023-09-14 00:02:05.889000000
1687,2023-09-14 00:02:05.857000000
2097,2023-09-14 00:02:05.842000000
2272,2023-09-14 00:02:05.838000000
2923,2023-09-14 00:02:05.826000000
1849,2023-09-14 00:02:05.812000000
1633,2023-09-14 00:02:05.806000000
2039,2023-09-14 00:02:05.806000000
1807,2023-09-14 00:02:05.805000000
1731,2023-09-14 00:02:05.796000000
1658,2023-09-14 00:02:05.796000000
1779,2023-09-14 00:02:05.794000000
1775,2023-09-14 00:02:05.794000000
1904,2023-09-14 00:02:05.777000000
1984,2023-09-14 00:02:05.770000000
1773,2023-09-14 00:02:05.769000000
1801,2023-09-14 00:02:05.767000000
1758,2023-09-14 00:02:05.748000000
1681,2023-09-14 00:02:05.727000000
1807,2023-09-14 00:02:05.692000000
2057,2023-09-14 00:02:05.662000000
2085,2023-09-14 00:02:05.662000000
1804,2023-09-14 00:02:05.656000000
1746,2023-09-14 00:02:05.655000000
1664,2023-09-14 00:02:05.648000000
2066,2023-09-14 00:02:05.638000000
2218,2023-09-14 00:02:05.627000000
1682,2023-09-14 00:02:05.621000000
2918,2023-09-14 00:02:05.620000000
2778,2023-09-14 00:02:05.610000000
1680,2023-09-14 00:02:05.607000000
2485,2023-09-14 00:02:05.572000000
2502,2023-09-14 00:02:05.553000000
2732,2023-09-14 00:02:05.550000000
1687,2023-09-14 00:02:05.550000000
1927,2023-09-14 00:02:05.548000000
1926,2023-09-14 00:02:05.544000000
1917,2023-09-14 00:02:05.543000000
2382,2023-09-14 00:02:05.495000000
1766,2023-09-14 00:02:05.492000000
2111,2023-09-14 00:02:05.486000000
1982,2023-09-14 00:02:05.479000000
2482,2023-09-14 00:02:05.461000000
2224,2023-09-14 00:02:05.438000000
2699,2023-09-14 00:02:05.437000000
1813,2023-09-14 00:02:05.437000000
2539,2023-09-14 00:02:05.434000000
1699,2023-09-14 00:02:05.417000000
2549,2023-09-14 00:02:05.411000000
1730,2023-09-14 00:02:05.411000000
1625,2023-09-14 00:02:05.408000000
1784,2023-09-14 00:02:05.407000000
2015,2023-09-14 00:02:05.407000000
1742,2023-09-14 00:02:05.404000000
1769,2023-09-14 00:02:05.400000000
1918,2023-09-14 00:02:05.373000000
1831,2023-09-14 00:02:05.362000000
2169,2023-09-14 00:02:05.359000000
1712,2023-09-14 00:02:05.355000000
1953,2023-09-14 00:02:05.353000000
2421,2023-09-14 00:02:05.351000000
1684,2023-09-14 00:02:05.337000000
2412,2023-09-14 00:02:05.319000000
2608,2023-09-14 00:02:05.294000000
2590,2023-09-14 00:02:05.287000000
1720,2023-09-14 00:02:05.284000000
1936,2023-09-14 00:02:05.283000000
2080,2023-09-14 00:02:05.282000000
1648,2023-09-14 00:02:05.282000000
1781,2023-09-14 00:02:05.282000000
2067,2023-09-14 00:02:05.276000000
1957,2023-09-14 00:02:05.257000000
2571,2023-09-14 00:02:05.246000000
1691,2023-09-14 00:02:05.245000000
1883,2023-09-14 00:02:05.244000000
2295,2023-09-14 00:02:05.241000000
1824,2023-09-14 00:02:05.237000000
1818,2023-09-14 00:02:05.228000000
2448,2023-09-14 00:02:05.202000000
1617,2023-09-14 00:02:05.193000000
2128,2023-09-14 00:02:05.173000000
2432,2023-09-14 00:02:05.168000000
2412,2023-09-14 00:02:05.164000000
1690,2023-09-14 00:02:05.162000000
1632,2023-09-14 00:02:05.162000000
2205,2023-09-14 00:02:05.160000000
2233,2023-09-14 00:02:05.158000000
2110,2023-09-14 00:02:05.141000000
1968,2023-09-14 00:02:05.139000000
1600,2023-09-14 00:02:05.139000000
1695,2023-09-14 00:02:05.133000000
1847,2023-09-14 00:02:05.124000000
1968,2023-09-14 00:02:05.123000000
2352,2023-09-14 00:02:05.112000000
2143,2023-09-14 00:02:05.076000000
1777,2023-09-14 00:02:05.070000000
2439,2023-09-14 00:02:05.059000000
2608,2023-09-14 00:02:05.055000000
2608,2023-09-14 00:02:05.049000000
2294,2023-09-14 00:02:05.037000000
1824,2023-09-14 00:02:05.022000000
2416,2023-09-14 00:02:05.000000000
2544,2023-09-14 00:02:04.999000000
2514,2023-09-14 00:02:04.989000000
1887,2023-09-14 00:02:04.985000000
2559,2023-09-14 00:02:04.984000000
2121,2023-09-14 00:02:04.983000000
1744,2023-09-14 00:02:04.980000000
2438,2023-09-14 00:02:04.979000000
2602,2023-09-14 00:02:04.971000000
1733,2023-09-14 00:02:04.969000000
1712,2023-09-14 00:02:04.954000000
2224,2023-09-14 00:02:04.951000000
1696,2023-09-14 00:02:04.944000000
2448,2023-09-14 00:02:04.940000000
1817,2023-09-14 00:02:04.923000000
1683,2023-09-14 00:02:04.908000000
2800,2023-09-14 00:02:04.902000000
2916,2023-09-14 00:02:04.898000000
1876,2023-09-14 00:02:04.895000000
1872,2023-09-14 00:02:04.864000000
2451,2023-09-14 00:02:04.862000000
1840,2023-09-14 00:02:04.860000000
2225,2023-09-14 00:02:04.858000000
1782,2023-09-14 00:02:04.850000000
1707,2023-09-14 00:02:04.847000000
2030,2023-09-14 00:02:04.846000000
1973,2023-09-14 00:02:04.846000000
2489,2023-09-14 00:02:04.845000000
2903,2023-09-14 00:02:04.845000000
2614,2023-09-14 00:02:04.835000000
2957,2023-09-14 00:02:04.812000000
2915,2023-09-14 00:02:04.796000000
1796,2023-09-14 00:02:04.795000000
1894,2023-09-14 00:02:04.786000000
1851,2023-09-14 00:02:04.786000000
1775,2023-09-14 00:02:04.753000000
1710,2023-09-14 00:02:04.710000000
1935,2023-09-14 00:02:04.658000000
1783,2023-09-14 00:02:04.621000000
2714,2023-09-14 00:02:04.580000000
1835,2023-09-14 00:02:04.542000000
1899,2023-09-14 00:02:04.519000000
2000,2023-09-14 00:02:04.501000000
1899,2023-09-14 00:02:04.498000000
1917,2023-09-14 00:02:04.498000000
2301,2023-09-14 00:02:04.497000000
2080,2023-09-14 00:02:04.496000000
1681,2023-09-14 00:02:04.494000000
1978,2023-09-14 00:02:04.491000000
2266,2023-09-14 00:02:04.491000000
1798,2023-09-14 00:02:04.490000000
2304,2023-09-14 00:02:04.480000000
2474,2023-09-14 00:02:04.479000000
1745,2023-09-14 00:02:04.477000000
1970,2023-09-14 00:02:04.475000000
1743,2023-09-14 00:02:04.441000000
2532,2023-09-14 00:02:04.439000000
2239,2023-09-14 00:02:04.337000000
2083,2023-09-14 00:02:04.332000000
1923,2023-09-14 00:02:04.330000000
1597,2023-09-14 00:02:04.328000000
1651,2023-09-14 00:02:04.328000000
2782,2023-09-14 00:02:04.326000000
1687,2023-09-14 00:02:04.325000000
1614,2023-09-14 00:02:04.324000000
2910,2023-09-14 00:02:04.322000000
1946,2023-09-14 00:02:04.321000000
2448,2023-09-14 00:02:04.318000000
1653,2023-09-14 00:02:04.309000000
1770,2023-09-14 00:02:04.292000000
2289,2023-09-14 00:02:04.284000000
1835,2023-09-14 00:02:04.283000000
1931,2023-09-14 00:02:04.280000000
1953,2023-09-14 00:02:04.266000000
1968,2023-09-14 00:02:04.228000000
1715,2023-09-14 00:02:04.217000000
2730,2023-09-14 00:02:04.199000000
2454,2023-09-14 00:02:04.179000000
1787,2023-09-14 00:02:04.172000000
2539,2023-09-14 00:02:04.172000000
1808,2023-09-14 00:02:04.171000000
2055,2023-09-14 00:02:04.170000000
2032,2023-09-14 00:02:04.169000000
2434,2023-09-14 00:02:04.168000000
2217,2023-09-14 00:02:04.167000000
1697,2023-09-14 00:02:04.165000000
2224,2023-09-14 00:02:04.165000000
1869,2023-09-14 00:02:04.164000000
3248,2023-09-14 00:02:04.148000000
2153,2023-09-14 00:02:04.145000000
1634,2023-09-14 00:02:04.144000000
1770,2023-09-14 00:02:04.007000000
2292,2023-09-14 00:02:04.004000000
2352,2023-09-14 00:02:04.002000000
1812,2023-09-14 00:02:03.996000000
1759,2023-09-14 00:02:03.984000000
1953,2023-09-14 00:02:03.983000000
2801,2023-09-14 00:02:03.979000000
2532,2023-09-14 00:02:03.978000000
2094,2023-09-14 00:02:03.977000000
2558,2023-09-14 00:02:03.976000000
1623,2023-09-14 00:02:03.962000000
1766,2023-09-14 00:02:03.961000000
1788,2023-09-14 00:02:03.953000000
2188,2023-09-14 00:02:03.950000000
1617,2023-09-14 00:02:03.950000000
2500,2023-09-14 00:02:03.949000000
3129,2023-09-14 00:02:03.868000000
2753,2023-09-14 00:02:03.865000000
1978,2023-09-14 00:02:03.860000000
1770,2023-09-14 00:02:03.858000000
1872,2023-09-14 00:02:03.858000000
2352,2023-09-14 00:02:03.857000000
1827,2023-09-14 00:02:03.854000000
1735,2023-09-14 00:02:03.853000000
2830,2023-09-14 00:02:03.845000000
1883,2023-09-14 00:02:03.843000000
1584,2023-09-14 00:02:03.835000000
1563,2023-09-14 00:02:03.835000000
2110,2023-09-14 00:02:03.830000000
1812,2023-09-14 00:02:03.827000000
2271,2023-09-14 00:02:03.823000000
1695,2023-09-14 00:02:03.817000000
1825,2023-09-14 00:02:03.808000000
1701,2023-09-14 00:02:03.774000000
2420,2023-09-14 00:02:03.755000000
1920,2023-09-14 00:02:03.746000000
1774,2023-09-14 00:02:03.717000000
2559,2023-09-14 00:02:03.716000000
1681,2023-09-14 00:02:03.714000000
1675,2023-09-14 00:02:03.706000000
2559,2023-09-14 00:02:03.701000000
1862,2023-09-14 00:02:03.699000000
2173,2023-09-14 00:02:03.699000000
1983,2023-09-14 00:02:03.699000000
2723,2023-09-14 00:02:03.698000000
2467,2023-09-14 00:02:03.696000000
1680,2023-09-14 00:02:03.694000000
2831,2023-09-14 00:02:03.694000000
1683,2023-09-14 00:02:03.691000000
1796,2023-09-14 00:02:03.661000000
2394,2023-09-14 00:02:03.654000000
1721,2023-09-14 00:02:03.646000000
1732,2023-09-14 00:02:03.598000000
2214,2023-09-14 00:02:03.597000000
1876,2023-09-14 00:02:03.596000000
1936,2023-09-14 00:02:03.593000000
2512,2023-09-14 00:02:03.593000000
1744,2023-09-14 00:02:03.589000000
2455,2023-09-14 00:02:03.586000000
1659,2023-09-14 00:02:03.583000000
2096,2023-09-14 00:02:03.581000000
2550,2023-09-14 00:02:03.581000000
1718,2023-09-14 00:02:03.570000000
1802,2023-09-14 00:02:03.568000000
2678,2023-09-14 00:02:03.549000000
2225,2023-09-14 00:02:03.545000000
2503,2023-09-14 00:02:03.543000000
2018,2023-09-14 00:02:03.525000000
1613,2023-09-14 00:02:03.460000000
2746,2023-09-14 00:02:03.439000000
2064,2023-09-14 00:02:03.439000000
2653,2023-09-14 00:02:03.435000000
2577,2023-09-14 00:02:03.424000000
2380,2023-09-14 00:02:03.422000000
2065,2023-09-14 00:02:03.414000000
1802,2023-09-14 00:02:03.411000000
1627,2023-09-14 00:02:03.406000000
2267,2023-09-14 00:02:03.406000000
2595,2023-09-14 00:02:03.394000000
1835,2023-09-14 00:02:03.386000000
2754,2023-09-14 00:02:03.384000000
1626,2023-09-14 00:02:03.383000000
1686,2023-09-14 00:02:03.383000000
1667,2023-09-14 00:02:03.364000000
2301,2023-09-14 00:02:03.325000000
1936,2023-09-14 00:02:03.325000000
1861,2023-09-14 00:02:03.314000000
1746,2023-09-14 00:02:03.302000000
1859,2023-09-14 00:02:03.301000000
1609,2023-09-14 00:02:03.299000000
2320,2023-09-14 00:02:03.298000000
1728,2023-09-14 00:02:03.274000000
2640,2023-09-14 00:02:03.273000000
2667,2023-09-14 00:02:03.271000000
2832,2023-09-14 00:02:03.269000000
1683,2023-09-14 00:02:03.263000000
2420,2023-09-14 00:02:03.255000000
2752,2023-09-14 00:02:03.249000000
1609,2023-09-14 00:02:03.246000000
1730,2023-09-14 00:02:03.245000000
1767,2023-09-14 00:02:03.229000000
2306,2023-09-14 00:02:03.213000000
1763,2023-09-14 00:02:03.206000000
1664,2023-09-14 00:02:03.200000000
2514,2023-09-14 00:02:03.192000000
2000,2023-09-14 00:02:03.189000000
2416,2023-09-14 00:02:03.180000000
1698,2023-09-14 00:02:03.180000000
1740,2023-09-14 00:02:03.177000000
1677,2023-09-14 00:02:03.159000000
1711,2023-09-14 00:02:03.152000000
1791,2023-09-14 00:02:03.145000000
1866,2023-09-14 00:02:03.136000000
1613,2023-09-14 00:02:03.130000000
2163,2023-09-14 00:02:03.122000000
2148,2023-09-14 00:02:03.121000000
3116,2023-09-14 00:02:03.120000000
1787,2023-09-14 00:02:03.114000000
2479,2023-09-14 00:02:03.101000000
2274,2023-09-14 00:02:03.092000000
2513,2023-09-14 00:02:03.070000000
2134,2023-09-14 00:02:03.068000000
1777,2023-09-14 00:02:03.059000000
2075,2023-09-14 00:02:03.055000000
2336,2023-09-14 00:02:03.051000000
2705,2023-09-14 00:02:03.048000000
2910,2023-09-14 00:02:03.042000000
2838,2023-09-14 00:02:03.028000000
3153,2023-09-14 00:02:03.006000000
3150,2023-09-14 00:02:03.005000000
2890,2023-09-14 00:02:03.003000000
2320,2023-09-14 00:02:03.002000000
1741,2023-09-14 00:02:02.999000000
1714,2023-09-14 00:02:02.997000000
2687,2023-09-14 00:02:02.995000000
3037,2023-09-14 00:02:02.969000000
1744,2023-09-14 00:02:02.967000000
1778,2023-09-14 00:02:02.966000000
2768,2023-09-14 00:02:02.958000000
3025,2023-09-14 00:02:02.954000000
3366,2023-09-14 00:02:02.953000000
2762,2023-09-14 00:02:02.947000000
1760,2023-09-14 00:02:02.935000000
1677,2023-09-14 00:02:02.921000000
1847,2023-09-14 00:02:02.902000000
3056,2023-09-14 00:02:02.900000000
2608,2023-09-14 00:02:02.899000000
1631,2023-09-14 00:02:02.895000000
3294,2023-09-14 00:02:02.893000000
1694,2023-09-14 00:02:02.887000000
1648,2023-09-14 00:02:02.885000000
1904,2023-09-14 00:02:02.872000000
2199,2023-09-14 00:02:02.866000000
1792,2023-09-14 00:02:02.866000000
2434,2023-09-14 00:02:02.857000000
2625,2023-09-14 00:02:02.853000000
2791,2023-09-14 00:02:02.838000000
2241,2023-09-14 00:02:02.831000000
2768,2023-09-14 00:02:02.830000000
1957,2023-09-14 00:02:02.830000000
1613,2023-09-14 00:02:02.801000000
1677,2023-09-14 00:02:02.799000000
1630,2023-09-14 00:02:02.797000000
1865,2023-09-14 00:02:02.787000000
1683,2023-09-14 00:02:02.785000000
1759,2023-09-14 00:02:02.782000000
1680,2023-09-14 00:02:02.772000000
1681,2023-09-14 00:02:02.767000000
1777,2023-09-14 00:02:02.760000000
2927,2023-09-14 00:02:02.760000000
1623,2023-09-14 00:02:02.744000000
2066,2023-09-14 00:02:02.741000000
1846,2023-09-14 00:02:02.738000000
2369,2023-09-14 00:02:02.733000000
2733,2023-09-14 00:02:02.729000000
3174,2023-09-14 00:02:02.727000000
1703,2023-09-14 00:02:02.726000000
2043,2023-09-14 00:02:02.686000000
1890,2023-09-14 00:02:02.686000000
2819,2023-09-14 00:02:02.683000000
1670,2023-09-14 00:02:02.679000000
2197,2023-09-14 00:02:02.679000000
1922,2023-09-14 00:02:02.650000000
2633,2023-09-14 00:02:02.646000000
1733,2023-09-14 00:02:02.623000000
1631,2023-09-14 00:02:02.622000000
1679,2023-09-14 00:02:02.618000000
2059,2023-09-14 00:02:02.608000000
2383,2023-09-14 00:02:02.608000000
1943,2023-09-14 00:02:02.606000000
2087,2023-09-14 00:02:02.600000000
1771,2023-09-14 00:02:02.599000000
2806,2023-09-14 00:02:02.597000000
2767,2023-09-14 00:02:02.587000000
2597,2023-09-14 00:02:02.585000000
2386,2023-09-14 00:02:02.575000000
1743,2023-09-14 00:02:02.562000000
1815,2023-09-14 00:02:02.561000000
1741,2023-09-14 00:02:02.559000000
2330,2023-09-14 00:02:02.521000000
1743,2023-09-14 00:02:02.484000000
1735,2023-09-14 00:02:02.479000000
2688,2023-09-14 00:02:02.452000000
2719,2023-09-14 00:02:02.450000000
2397,2023-09-14 00:02:02.448000000
1753,2023-09-14 00:02:02.446000000
1801,2023-09-14 00:02:02.445000000
2178,2023-09-14 00:02:02.441000000
1791,2023-09-14 00:02:02.440000000
2535,2023-09-14 00:02:02.437000000
1645,2023-09-14 00:02:02.437000000
1824,2023-09-14 00:02:02.437000000
2608,2023-09-14 00:02:02.437000000
2162,2023-09-14 00:02:02.436000000
1918,2023-09-14 00:02:02.432000000
1756,2023-09-14 00:02:02.430000000
2355,2023-09-14 00:02:02.416000000
1502,2023-09-14 00:02:02.388000000
2402,2023-09-14 00:02:02.350000000
1822,2023-09-14 00:02:02.347000000
2573,2023-09-14 00:02:02.342000000
2043,2023-09-14 00:02:02.324000000
2418,2023-09-14 00:02:02.320000000
1627,2023-09-14 00:02:02.299000000
1621,2023-09-14 00:02:02.295000000
2055,2023-09-14 00:02:02.293000000
2851,2023-09-14 00:02:02.292000000
1694,2023-09-14 00:02:02.292000000
2881,2023-09-14 00:02:02.292000000
1791,2023-09-14 00:02:02.292000000
1912,2023-09-14 00:02:02.292000000
1655,2023-09-14 00:02:02.289000000
2453,2023-09-14 00:02:02.287000000
1773,2023-09-14 00:02:02.276000000
1778,2023-09-14 00:02:02.268000000
1806,2023-09-14 00:02:02.253000000
2384,2023-09-14 00:02:02.234000000
2113,2023-09-14 00:02:02.233000000
2550,2023-09-14 00:02:02.227000000
2235,2023-09-14 00:02:02.226000000
2359,2023-09-14 00:02:02.224000000
2687,2023-09-14 00:02:02.203000000
1671,2023-09-14 00:02:02.202000000
1683,2023-09-14 00:02:02.189000000
1754,2023-09-14 00:02:02.184000000
1765,2023-09-14 00:02:02.180000000
2365,2023-09-14 00:02:02.174000000
2865,2023-09-14 00:02:02.171000000
1619,2023-09-14 00:02:02.168000000
1941,2023-09-14 00:02:02.167000000
2158,2023-09-14 00:02:02.163000000
2737,2023-09-14 00:02:02.144000000
1729,2023-09-14 00:02:02.125000000
2496,2023-09-14 00:02:02.124000000
2135,2023-09-14 00:02:02.122000000
1991,2023-09-14 00:02:02.089000000
1817,2023-09-14 00:02:02.086000000
1623,2023-09-14 00:02:02.083000000
1823,2023-09-14 00:02:02.083000000
1703,2023-09-14 00:02:02.082000000
2026,2023-09-14 00:02:02.069000000
1664,2023-09-14 00:02:02.068000000
2750,2023-09-14 00:02:02.066000000
1933,2023-09-14 00:02:02.065000000
1723,2023-09-14 00:02:02.063000000
1713,2023-09-14 00:02:02.049000000
2382,2023-09-14 00:02:02.047000000
1654,2023-09-14 00:02:02.047000000
1855,2023-09-14 00:02:02.040000000
1940,2023-09-14 00:02:02.022000000
2119,2023-09-14 00:02:02.018000000
1771,2023-09-14 00:02:02.017000000
2710,2023-09-14 00:02:01.987000000
1941,2023-09-14 00:02:01.983000000
2327,2023-09-14 00:02:01.963000000
3095,2023-09-14 00:02:01.956000000
1828,2023-09-14 00:02:01.954000000
2797,2023-09-14 00:02:01.950000000
1986,2023-09-14 00:02:01.934000000
2695,2023-09-14 00:02:01.927000000
1750,2023-09-14 00:02:01.914000000
1599,2023-09-14 00:02:01.912000000
1722,2023-09-14 00:02:01.901000000
2778,2023-09-14 00:02:01.895000000
1637,2023-09-14 00:02:01.891000000
2937,2023-09-14 00:02:01.891000000
1731,2023-09-14 00:02:01.891000000
2085,2023-09-14 00:02:01.887000000
1623,2023-09-14 00:02:01.885000000
2640,2023-09-14 00:02:01.881000000
1779,2023-09-14 00:02:01.880000000
2946,2023-09-14 00:02:01.866000000
1629,2023-09-14 00:02:01.864000000
1713,2023-09-14 00:02:01.861000000
2000,2023-09-14 00:02:01.856000000
2042,2023-09-14 00:02:01.836000000
1710,2023-09-14 00:02:01.834000000
1811,2023-09-14 00:02:01.827000000
1902,2023-09-14 00:02:01.815000000
2256,2023-09-14 00:02:01.814000000
1799,2023-09-14 00:02:01.785000000
2355,2023-09-14 00:02:01.785000000
2063,2023-09-14 00:02:01.778000000
2085,2023-09-14 00:02:01.776000000
2231,2023-09-14 00:02:01.775000000
2992,2023-09-14 00:02:01.774000000
2691,2023-09-14 00:02:01.773000000
2609,2023-09-14 00:02:01.745000000
1690,2023-09-14 00:02:01.744000000
2607,2023-09-14 00:02:01.741000000
2283,2023-09-14 00:02:01.739000000
1926,2023-09-14 00:02:01.738000000
1754,2023-09-14 00:02:01.702000000
2524,2023-09-14 00:02:01.697000000
2281,2023-09-14 00:02:01.694000000
2202,2023-09-14 00:02:01.693000000
2864,2023-09-14 00:02:01.688000000
3088,2023-09-14 00:02:01.685000000
3255,2023-09-14 00:02:01.680000000
2789,2023-09-14 00:02:01.679000000
2619,2023-09-14 00:02:01.676000000
1788,2023-09-14 00:02:01.668000000
2909,2023-09-14 00:02:01.659000000
2231,2023-09-14 00:02:01.639000000
2976,2023-09-14 00:02:01.629000000
3217,2023-09-14 00:02:01.629000000
2692,2023-09-14 00:02:01.625000000
1776,2023-09-14 00:02:01.616000000
2193,2023-09-14 00:02:01.607000000
2583,2023-09-14 00:02:01.598000000
1814,2023-09-14 00:02:01.595000000
2005,2023-09-14 00:02:01.593000000
1706,2023-09-14 00:02:01.588000000
2556,2023-09-14 00:02:01.573000000
2852,2023-09-14 00:02:01.569000000
2787,2023-09-14 00:02:01.568000000
1908,2023-09-14 00:02:01.558000000
2593,2023-09-14 00:02:01.558000000
2169,2023-09-14 00:02:01.548000000
2413,2023-09-14 00:02:01.539000000
1870,2023-09-14 00:02:01.523000000
1983,2023-09-14 00:02:01.522000000
2698,2023-09-14 00:02:01.519000000
2794,2023-09-14 00:02:01.517000000
1603,2023-09-14 00:02:01.504000000
2571,2023-09-14 00:02:01.500000000
1742,2023-09-14 00:02:01.493000000
1781,2023-09-14 00:02:01.469000000
1757,2023-09-14 00:02:01.457000000
1629,2023-09-14 00:02:01.453000000
1738,2023-09-14 00:02:01.432000000
2119,2023-09-14 00:02:01.423000000
1726,2023-09-14 00:02:01.422000000
1839,2023-09-14 00:02:01.408000000
2618,2023-09-14 00:02:01.407000000
2914,2023-09-14 00:02:01.396000000
2210,2023-09-14 00:02:01.391000000
2347,2023-09-14 00:02:01.382000000
2415,2023-09-14 00:02:01.378000000
1700,2023-09-14 00:02:01.375000000
2751,2023-09-14 00:02:01.374000000
2819,2023-09-14 00:02:01.369000000
1746,2023-09-14 00:02:01.364000000
2010,2023-09-14 00:02:01.343000000
2762,2023-09-14 00:02:01.341000000
1733,2023-09-14 00:02:01.332000000
3027,2023-09-14 00:02:01.330000000
2626,2023-09-14 00:02:01.322000000
1631,2023-09-14 00:02:01.315000000
1717,2023-09-14 00:02:01.311000000
1758,2023-09-14 00:02:01.308000000
2698,2023-09-14 00:02:01.301000000
1862,2023-09-14 00:02:01.289000000
2205,2023-09-14 00:02:01.285000000
2541,2023-09-14 00:02:01.281000000
1715,2023-09-14 00:02:01.264000000
2799,2023-09-14 00:02:01.263000000
1753,2023-09-14 00:02:01.238000000
1792,2023-09-14 00:02:01.237000000
2304,2023-09-14 00:02:01.215000000
2178,2023-09-14 00:02:01.213000000
1648,2023-09-14 00:02:01.212000000
2047,2023-09-14 00:02:01.211000000
3015,2023-09-14 00:02:01.211000000
2670,2023-09-14 00:02:01.211000000
1781,2023-09-14 00:02:01.211000000
1816,2023-09-14 00:02:01.202000000
1792,2023-09-14 00:02:01.199000000
2023,2023-09-14 00:02:01.192000000
2256,2023-09-14 00:02:01.173000000
2506,2023-09-14 00:02:01.173000000
1694,2023-09-14 00:02:01.171000000
1714,2023-09-14 00:02:01.171000000
2735,2023-09-14 00:02:01.170000000
1769,2023-09-14 00:02:01.161000000
2702,2023-09-14 00:02:01.159000000
2310,2023-09-14 00:02:01.093000000
1783,2023-09-14 00:02:01.093000000
2430,2023-09-14 00:02:01.063000000
2545,2023-09-14 00:02:01.053000000
1939,2023-09-14 00:02:01.045000000
1862,2023-09-14 00:02:01.045000000
2661,2023-09-14 00:02:01.044000000
1762,2023-09-14 00:02:01.042000000
2817,2023-09-14 00:02:01.042000000
3051,2023-09-14 00:02:01.038000000
1972,2023-09-14 00:02:01.036000000
2247,2023-09-14 00:02:01.024000000
2279,2023-09-14 00:02:01.021000000
2447,2023-09-14 00:02:01.019000000
1741,2023-09-14 00:02:01.002000000
2148,2023-09-14 00:02:01.002000000
1875,2023-09-14 00:02:00.998000000
1712,2023-09-14 00:02:00.997000000
2201,2023-09-14 00:02:00.991000000
3050,2023-09-14 00:02:00.945000000
1665,2023-09-14 00:02:00.938000000
2258,2023-09-14 00:02:00.926000000
1783,2023-09-14 00:02:00.918000000
2687,2023-09-14 00:02:00.917000000
2005,2023-09-14 00:02:00.917000000
2550,2023-09-14 00:02:00.912000000
1761,2023-09-14 00:02:00.906000000
1844,2023-09-14 00:02:00.905000000
1733,2023-09-14 00:02:00.903000000
2486,2023-09-14 00:02:00.900000000
1726,2023-09-14 00:02:00.898000000
2173,2023-09-14 00:02:00.898000000
1915,2023-09-14 00:02:00.896000000
1766,2023-09-14 00:02:00.865000000
1949,2023-09-14 00:02:00.848000000
2075,2023-09-14 00:02:00.840000000
2096,2023-09-14 00:02:00.835000000
2513,2023-09-14 00:02:00.811000000
2166,2023-09-14 00:02:00.807000000
2361,2023-09-14 00:02:00.799000000
2719,2023-09-14 00:02:00.791000000
1861,2023-09-14 00:02:00.790000000
1757,2023-09-14 00:02:00.785000000
1727,2023-09-14 00:02:00.783000000
2945,2023-09-14 00:02:00.782000000
1897,2023-09-14 00:02:00.781000000
2765,2023-09-14 00:02:00.781000000
1645,2023-09-14 00:02:00.780000000
2256,2023-09-14 00:02:00.779000000
2896,2023-09-14 00:02:00.777000000
1644,2023-09-14 00:02:00.749000000
1686,2023-09-14 00:02:00.747000000
2603,2023-09-14 00:02:00.733000000
1746,2023-09-14 00:02:00.700000000
2293,2023-09-14 00:02:00.694000000
2642,2023-09-14 00:02:00.683000000
1660,2023-09-14 00:02:00.683000000
2363,2023-09-14 00:02:00.674000000
1725,2023-09-14 00:02:00.669000000
2132,2023-09-14 00:02:00.658000000
1744,2023-09-14 00:02:00.657000000
3085,2023-09-14 00:02:00.654000000
2791,2023-09-14 00:02:00.652000000
1733,2023-09-14 00:02:00.651000000
2902,2023-09-14 00:02:00.651000000
1897,2023-09-14 00:02:00.650000000
1962,2023-09-14 00:02:00.649000000
1794,2023-09-14 00:02:00.648000000
1719,2023-09-14 00:02:00.648000000
2107,2023-09-14 00:02:00.648000000
2489,2023-09-14 00:02:00.624000000
1616,2023-09-14 00:02:00.567000000
2365,2023-09-14 00:02:00.554000000
1675,2023-09-14 00:02:00.549000000
1662,2023-09-14 00:02:00.548000000
2026,2023-09-14 00:02:00.539000000
2651,2023-09-14 00:02:00.532000000
2907,2023-09-14 00:02:00.523000000
1767,2023-09-14 00:02:00.523000000
2700,2023-09-14 00:02:00.522000000
1806,2023-09-14 00:02:00.520000000
2834,2023-09-14 00:02:00.516000000
1775,2023-09-14 00:02:00.503000000
1722,2023-09-14 00:02:00.502000000
1947,2023-09-14 00:02:00.496000000
2210,2023-09-14 00:02:00.487000000
